,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9
827,406.02094,129.06703,348.01932,247.07556,448.01974,393.0763,567.99756,469.0667,398.01782,216.05869,506.0242,407.06155,352.01477,397.09174,295.03354,409.0649,407.02234,155.07582,386.01978,203.069
828,406.02274,129.07025,348.02106,247.07883,448.0219,393.07928,567.99976,469.06995,398.01965,216.0618,506.02667,407.065,352.0166,397.0944,295.03415,409.06696,407.0241,155.0791,386.02167,203.07195
829,406.02362,129.07544,348.02164,247.08409,448.02182,393.08353,567.99866,469.07196,398.0205,216.06697,506.02563,407.0672,352.01688,397.0993,295.03238,409.07123,407.02496,155.08427,386.02252,203.07704
830,406.02716,129.07278,348.02515,247.08292,448.02518,393.08072,568.0011,469.0698,398.0241,216.06427,506.02847,407.0653,352.02002,397.0979,295.03497,409.07147,407.0285,155.08156,386.02612,203.07454
831,406.03735,129.07333,348.0354,247.08302,448.03586,393.08136,568.0117,469.07053,398.0343,216.06503,506.03815,407.06552,352.03073,397.0973,295.04626,409.07047,407.0387,155.08215,386.0364,203.0752
832,406.03973,129.0756,348.03787,247.0859,448.0387,393.08322,568.0139,469.07053,398.03668,216.06735,506.0406,407.06732,352.0335,397.10025,295.04694,409.07318,407.0411,155.08443,386.03876,203.0777
833,406.04193,129.07547,348.03992,247.08606,448.03934,393.08154,568.0152,469.06992,398.03888,216.06708,506.04092,407.06567,352.03418,397.0997,295.04846,409.07404,407.04333,155.08432,386.0409,203.07767
834,406.04514,129.07535,348.0432,247.08583,448.04303,393.08194,568.0183,469.0688,398.0421,216.06723,506.0444,407.06628,352.038,397.09995,295.05194,409.0735,407.0465,155.0842,386.04437,203.07756
835,406.04175,129.07733,348.04056,247.08727,448.039,393.0835,568.0148,469.07184,398.03882,216.06917,506.0406,407.06763,352.03467,397.10175,295.05023,409.076,407.0431,155.08614,386.04102,203.07927
836,406.0432,129.07541,348.04263,247.08426,448.03995,393.08194,568.0143,469.07043,398.0404,216.06697,506.0416,407.06616,352.03635,397.09863,295.05225,409.07208,407.04456,155.08426,386.04266,203.07707
837,406.03778,129.07822,348.037,247.08731,448.03375,393.08484,568.0104,469.0717,398.03494,216.06967,506.03638,407.06952,352.02975,397.10187,295.04626,409.07388,407.03915,155.08704,386.0371,203.07982
838,406.03223,129.07823,348.03098,247.08817,448.0288,393.08435,568.0054,469.0721,398.02917,216.0698,506.03137,407.06876,352.02475,397.10303,295.04257,409.07556,407.03357,155.08705,386.0312,203.0802
839,406.02655,129.08128,348.02515,247.09204,448.02335,393.0878,568.0021,469.075,398.0235,216.07298,506.0277,407.07162,352.0194,397.107,295.03793,409.0791,407.0279,155.09009,386.02545,203.08325
840,406.03107,129.08359,348.0297,247.0943,448.029,393.0901,568.0072,469.0758,398.02798,216.07565,506.03186,407.07394,352.02518,397.10956,295.04218,409.08093,407.03244,155.09233,386.02997,203.08582
841,406.03217,129.08864,348.03113,247.09949,448.0301,393.0961,568.00684,469.08286,398.02927,216.08052,506.03192,407.0795,352.0264,397.1149,295.04395,409.0879,407.03354,155.0974,386.03134,203.09088
842,406.0334,129.08221,348.03223,247.0932,448.03076,393.08728,568.0069,469.07306,398.0304,216.07375,506.03183,407.07,352.02765,397.10648,295.04556,409.08057,407.0348,155.09093,386.03247,203.08421
843,406.03375,129.0814,348.03253,247.09357,448.031,393.08585,568.0086,469.07092,398.03076,216.07326,506.03195,407.0689,352.02762,397.106,295.0456,409.08087,407.03516,155.09018,386.0329,203.08398
844,406.0288,129.0802,348.02713,247.09283,448.0265,393.0843,568.0047,469.07016,398.02576,216.07207,506.02747,407.06723,352.02252,397.10538,295.04102,409.0802,407.03024,155.08893,386.02774,203.08281
845,406.02606,129.07794,348.0238,247.09048,448.02405,393.0825,568.0028,469.06726,398.02307,216.06992,506.02698,407.06512,352.01926,397.10303,295.03827,409.07776,407.02747,155.08672,386.0249,203.08083
846,406.0288,129.08049,348.02667,247.0925,448.02704,393.08624,568.0062,469.07098,398.0258,216.07211,506.0301,407.0699,352.02203,397.10553,295.04074,409.07922,407.03024,155.08932,386.0277,203.08298
847,406.03143,129.08119,348.02905,247.09169,448.02936,393.0879,568.01,469.07404,398.02838,216.0726,506.03293,407.07166,352.0237,397.1048,295.0421,409.07812,407.03287,155.09009,386.03027,203.08308
848,406.03198,129.08136,348.03018,247.09122,448.0301,393.0879,568.01044,469.07352,398.02905,216.07306,506.03375,407.07162,352.02545,397.10416,295.0432,409.07596,407.03342,155.09027,386.03104,203.0832
849,406.03522,129.07983,348.03348,247.08936,448.03287,393.08643,568.01306,469.0734,398.03235,216.07153,506.03604,407.0709,352.0284,397.1026,295.04575,409.07455,407.03662,155.08875,386.0343,203.08165
850,406.0338,129.08768,348.03253,247.09662,448.0306,393.0938,568.00806,469.08057,398.03094,216.0792,506.03336,407.078,352.0277,397.1101,295.04544,409.0812,407.03516,155.09651,386.03302,203.08934
851,406.03314,129.08672,348.0322,247.09473,448.0297,393.0932,568.007,469.0797,398.03027,216.07834,506.0323,407.07684,352.02704,397.1081,295.0451,409.07892,407.0345,155.09552,386.03247,203.08835
852,406.03537,129.08647,348.03494,247.09433,448.0325,393.09302,568.0088,469.0797,398.03256,216.07782,506.0346,407.0772,352.03046,397.10742,295.04907,409.07886,407.0367,155.0953,386.0348,203.08766
853,406.0398,129.08725,348.03894,247.09457,448.037,393.09384,568.0112,469.0806,398.03702,216.0786,506.03766,407.0775,352.03445,397.1078,295.05286,409.07883,407.04117,155.09596,386.03915,203.08835
854,406.04514,129.08684,348.04346,247.09552,448.04285,393.09238,568.0166,469.07727,398.04227,216.07831,506.04263,407.07553,352.03912,397.10858,295.05722,409.07877,407.0465,155.09563,386.04437,203.08852
855,406.0514,129.08548,348.04953,247.0941,448.04877,393.09186,568.0233,469.07745,398.04852,216.07698,506.04828,407.07532,352.04517,397.10748,295.06213,409.0784,407.0528,155.09427,386.0504,203.08708
856,406.05652,129.08899,348.05414,247.0983,448.0543,393.09528,568.02985,469.08032,398.0536,216.08061,506.0528,407.07837,352.04968,397.11234,295.06625,409.08362,407.05798,155.09781,386.05542,203.0906
857,406.05588,129.08827,348.0534,247.09702,448.05368,393.0954,568.0287,469.0805,398.05283,216.07957,506.05273,407.0784,352.0485,397.11194,295.06592,409.08337,407.0573,155.0971,386.05463,203.08957
858,406.05408,129.08852,348.0514,247.09758,448.05194,393.0962,568.0277,469.082,398.051,216.07948,506.05203,407.07996,352.0465,397.11285,295.0622,409.0842,407.05548,155.09738,386.0528,203.08942
859,406.05536,129.08716,348.05338,247.0964,448.0528,393.0949,568.02893,469.08197,398.05237,216.07817,506.05255,407.0787,352.0481,397.11142,295.0643,409.08282,407.05673,155.09595,386.05444,203.08832
860,406.05417,129.08487,348.05222,247.0951,448.05225,393.09238,568.0284,469.079,398.0511,216.0762,506.05316,407.07648,352.04703,397.11008,295.06314,409.08173,407.05557,155.09361,386.05328,203.08658
861,406.0537,129.08685,348.05206,247.09576,448.0517,393.09543,568.02844,469.08185,398.05063,216.07831,506.05276,407.07944,352.04672,397.11096,295.06213,409.0829,407.0551,155.09564,386.05292,203.08835
862,406.05292,129.08757,348.05106,247.0974,448.05072,393.09525,568.02673,469.0807,398.04974,216.07907,506.05237,407.07867,352.04535,397.1119,295.06158,409.08377,407.0543,155.09639,386.05197,203.08939
863,406.0521,129.0851,348.05054,247.09497,448.05005,393.0934,568.02814,469.08,398.04895,216.07668,506.0522,407.0774,352.0448,397.1099,295.06134,409.08127,407.05347,155.09392,386.05115,203.0871
864,406.05103,129.08806,348.0491,247.09862,448.04883,393.09552,568.02655,469.0818,398.0479,216.0798,506.05154,407.08002,352.044,397.11328,295.05994,409.08408,407.05243,155.09685,386.05,203.0902
865,406.0533,129.08539,348.05103,247.09451,448.05096,393.09302,568.0286,469.07983,398.0501,216.07701,506.05325,407.0773,352.046,397.10852,295.06155,409.08,407.05475,155.09418,386.052,203.08716
866,406.055,129.08363,348.05273,247.09366,448.0531,393.09116,568.0325,469.07657,398.05182,216.07529,506.0557,407.07556,352.048,397.10742,295.06485,409.0794,407.0564,155.09254,386.0537,203.08548
867,406.05627,129.0808,348.05386,247.0907,448.05453,393.08798,568.03314,469.07443,398.0531,216.07245,506.0562,407.07306,352.04926,397.1044,295.06537,409.07666,407.05768,155.0897,386.05484,203.08258
